"평점","날짜","시간대","월","요일","요금","주"
8,"2017-08-01","프라임","August","Tuesday",9000,"평일"
10,"2017-08-01","프라임","August","Tuesday",9000,"평일"
9,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
6,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
6,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
9,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
7,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
7,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
8,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
6,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
10,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
8,"2017-08-01","데이라이트","August","Tuesday",9000,"평일"
8,"2017-08-01","브런치","August","Tuesday",8000,"평일"
10,"2017-08-01","브런치","August","Tuesday",8000,"평일"
8,"2017-08-01","브런치","August","Tuesday",8000,"평일"
10,"2017-08-01","브런치","August","Tuesday",8000,"평일"
8,"2017-08-01","브런치","August","Tuesday",8000,"평일"
10,"2017-08-01","브런치","August","Tuesday",8000,"평일"
8,"2017-08-01","브런치","August","Tuesday",8000,"평일"
9,"2017-08-01","브런치","August","Tuesday",8000,"평일"
10,"2017-08-01","브런치","August","Tuesday",8000,"평일"
3,"2017-08-01","모닝","August","Tuesday",6000,"평일"
10,"2017-08-01","모닝","August","Tuesday",6000,"평일"
9,"2017-08-01","모닝","August","Tuesday",6000,"평일"
7,"2017-08-01","모닝","August","Tuesday",6000,"평일"
8,"2017-08-01","모닝","August","Tuesday",6000,"평일"
8,"2017-08-01","나이트","August","Tuesday",7000,"평일"
9,"2017-08-01","나이트","August","Tuesday",7000,"평일"
10,"2017-08-01","나이트","August","Tuesday",7000,"평일"
10,"2017-08-01","나이트","August","Tuesday",7000,"평일"
8,"2017-08-01","나이트","August","Tuesday",7000,"평일"
8,"2017-08-01","나이트","August","Tuesday",7000,"평일"
9,"2017-08-01","나이트","August","Tuesday",7000,"평일"
5,"2017-08-01","나이트","August","Tuesday",7000,"평일"
10,"2017-08-01","나이트","August","Tuesday",7000,"평일"
7,"2017-08-01","나이트","August","Tuesday",7000,"평일"
3,"2017-08-01","나이트","August","Tuesday",7000,"평일"
8,"2017-08-01","나이트","August","Tuesday",7000,"평일"
10,"2017-08-01","나이트","August","Tuesday",7000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
6,"2017-07-31","문라이트","July","Monday",8000,"평일"
8,"2017-07-31","문라이트","July","Monday",8000,"평일"
7,"2017-07-31","문라이트","July","Monday",8000,"평일"
10,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
8,"2017-07-31","문라이트","July","Monday",8000,"평일"
8,"2017-07-31","문라이트","July","Monday",8000,"평일"
9,"2017-07-31","문라이트","July","Monday",8000,"평일"
10,"2017-07-31","문라이트","July","Monday",8000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
9,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
9,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
9,"2017-07-31","프라임","July","Monday",9000,"평일"
9,"2017-07-31","프라임","July","Monday",9000,"평일"
7,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
7,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
5,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
7,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
6,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
8,"2017-07-31","프라임","July","Monday",9000,"평일"
10,"2017-07-31","프라임","July","Monday",9000,"평일"
4,"2017-07-31","프라임","July","Monday",9000,"평일"
7,"2017-07-31","데이라이트","July","Monday",9000,"평일"
10,"2017-07-31","데이라이트","July","Monday",9000,"평일"
10,"2017-07-31","데이라이트","July","Monday",9000,"평일"
9,"2017-07-31","데이라이트","July","Monday",9000,"평일"
9,"2017-07-31","데이라이트","July","Monday",9000,"평일"
10,"2017-07-31","데이라이트","July","Monday",9000,"평일"
8,"2017-07-31","데이라이트","July","Monday",9000,"평일"
10,"2017-07-31","데이라이트","July","Monday",9000,"평일"
9,"2017-07-31","데이라이트","July","Monday",9000,"평일"
9,"2017-07-31","데이라이트","July","Monday",9000,"평일"
10,"2017-07-31","브런치","July","Monday",8000,"평일"
10,"2017-07-31","브런치","July","Monday",8000,"평일"
9,"2017-07-31","브런치","July","Monday",8000,"평일"
10,"2017-07-31","브런치","July","Monday",8000,"평일"
10,"2017-07-31","브런치","July","Monday",8000,"평일"
10,"2017-07-31","브런치","July","Monday",8000,"평일"
9,"2017-07-31","브런치","July","Monday",8000,"평일"
8,"2017-07-31","브런치","July","Monday",8000,"평일"
8,"2017-07-31","브런치","July","Monday",8000,"평일"
8,"2017-07-31","브런치","July","Monday",8000,"평일"
8,"2017-07-31","브런치","July","Monday",8000,"평일"
1,"2017-07-31","브런치","July","Monday",8000,"평일"
10,"2017-07-31","모닝","July","Monday",6000,"평일"
10,"2017-07-31","모닝","July","Monday",6000,"평일"
7,"2017-07-31","모닝","July","Monday",6000,"평일"
7,"2017-07-31","모닝","July","Monday",6000,"평일"
10,"2017-07-31","모닝","July","Monday",6000,"평일"
10,"2017-07-31","모닝","July","Monday",6000,"평일"
9,"2017-07-31","모닝","July","Monday",6000,"평일"
7,"2017-07-31","모닝","July","Monday",6000,"평일"
8,"2017-07-31","모닝","July","Monday",6000,"평일"
10,"2017-07-31","모닝","July","Monday",6000,"평일"
7,"2017-07-31","모닝","July","Monday",6000,"평일"
9,"2017-07-31","나이트","July","Monday",7000,"평일"
7,"2017-07-31","나이트","July","Monday",7000,"평일"
10,"2017-07-31","나이트","July","Monday",7000,"평일"
9,"2017-07-31","나이트","July","Monday",7000,"평일"
10,"2017-07-31","나이트","July","Monday",7000,"평일"
8,"2017-07-31","나이트","July","Monday",7000,"평일"
8,"2017-07-31","나이트","July","Monday",7000,"평일"
9,"2017-07-31","나이트","July","Monday",7000,"평일"
8,"2017-07-31","나이트","July","Monday",7000,"평일"
10,"2017-07-31","나이트","July","Monday",7000,"평일"
6,"2017-07-31","나이트","July","Monday",7000,"평일"
9,"2017-07-31","나이트","July","Monday",7000,"평일"
10,"2017-07-31","나이트","July","Monday",7000,"평일"
8,"2017-07-31","나이트","July","Monday",7000,"평일"
10,"2017-07-31","나이트","July","Monday",7000,"평일"
6,"2017-07-31","나이트","July","Monday",7000,"평일"
9,"2017-07-31","나이트","July","Monday",7000,"평일"
7,"2017-07-30","문라이트","July","Sunday",10000,"주말"
9,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
8,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
9,"2017-07-30","문라이트","July","Sunday",10000,"주말"
7,"2017-07-30","문라이트","July","Sunday",10000,"주말"
9,"2017-07-30","문라이트","July","Sunday",10000,"주말"
5,"2017-07-30","문라이트","July","Sunday",10000,"주말"
9,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
10,"2017-07-30","문라이트","July","Sunday",10000,"주말"
8,"2017-07-30","문라이트","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
6,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
1,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
7,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
8,"2017-07-30","프라임","July","Sunday",10000,"주말"
1,"2017-07-30","프라임","July","Sunday",10000,"주말"
9,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","프라임","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
8,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
8,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
8,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
7,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
7,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
7,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
8,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
6,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
7,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
8,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
7,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
10,"2017-07-30","데이라이트","July","Sunday",10000,"주말"
9,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
8,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
9,"2017-07-30","브런치","July","Sunday",10000,"주말"
7,"2017-07-30","브런치","July","Sunday",10000,"주말"
5,"2017-07-30","브런치","July","Sunday",10000,"주말"
9,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
8,"2017-07-30","브런치","July","Sunday",10000,"주말"
8,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","브런치","July","Sunday",10000,"주말"
10,"2017-07-30","모닝","July","Sunday",7000,"주말"
8,"2017-07-30","모닝","July","Sunday",7000,"주말"
8,"2017-07-30","모닝","July","Sunday",7000,"주말"
6,"2017-07-30","모닝","July","Sunday",7000,"주말"
7,"2017-07-30","모닝","July","Sunday",7000,"주말"
10,"2017-07-30","모닝","July","Sunday",7000,"주말"
9,"2017-07-30","모닝","July","Sunday",7000,"주말"
10,"2017-07-30","모닝","July","Sunday",7000,"주말"
10,"2017-07-30","모닝","July","Sunday",7000,"주말"
10,"2017-07-30","모닝","July","Sunday",7000,"주말"
9,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
1,"2017-07-30","나이트","July","Sunday",8000,"주말"
9,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
7,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
7,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
9,"2017-07-30","나이트","July","Sunday",8000,"주말"
8,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
10,"2017-07-30","나이트","July","Sunday",8000,"주말"
7,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
7,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
1,"2017-07-29","문라이트","July","Saturday",10000,"주말"
9,"2017-07-29","문라이트","July","Saturday",10000,"주말"
4,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
7,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
6,"2017-07-29","문라이트","July","Saturday",10000,"주말"
8,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
10,"2017-07-29","문라이트","July","Saturday",10000,"주말"
5,"2017-07-29","문라이트","July","Saturday",10000,"주말"
7,"2017-07-29","문라이트","July","Saturday",10000,"주말"
8,"2017-07-29","문라이트","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
6,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
3,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
7,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
4,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
7,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
7,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
6,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
8,"2017-07-29","프라임","July","Saturday",10000,"주말"
7,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
9,"2017-07-29","프라임","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
1,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
9,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
9,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
5,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
7,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
6,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
10,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
7,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
8,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
9,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
9,"2017-07-29","데이라이트","July","Saturday",10000,"주말"
7,"2017-07-29","브런치","July","Saturday",10000,"주말"
9,"2017-07-29","브런치","July","Saturday",10000,"주말"
9,"2017-07-29","브런치","July","Saturday",10000,"주말"
7,"2017-07-29","브런치","July","Saturday",10000,"주말"
6,"2017-07-29","브런치","July","Saturday",10000,"주말"
7,"2017-07-29","브런치","July","Saturday",10000,"주말"
9,"2017-07-29","브런치","July","Saturday",10000,"주말"
8,"2017-07-29","브런치","July","Saturday",10000,"주말"
6,"2017-07-29","브런치","July","Saturday",10000,"주말"
10,"2017-07-29","브런치","July","Saturday",10000,"주말"
9,"2017-07-29","브런치","July","Saturday",10000,"주말"
10,"2017-07-29","브런치","July","Saturday",10000,"주말"
7,"2017-07-29","브런치","July","Saturday",10000,"주말"
10,"2017-07-29","브런치","July","Saturday",10000,"주말"
9,"2017-07-29","브런치","July","Saturday",10000,"주말"
7,"2017-07-29","모닝","July","Saturday",7000,"주말"
6,"2017-07-29","모닝","July","Saturday",7000,"주말"
8,"2017-07-29","모닝","July","Saturday",7000,"주말"
8,"2017-07-29","모닝","July","Saturday",7000,"주말"
9,"2017-07-29","모닝","July","Saturday",7000,"주말"
9,"2017-07-29","모닝","July","Saturday",7000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
9,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
9,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
9,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
6,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
8,"2017-07-29","나이트","July","Saturday",8000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
9,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
8,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
7,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
8,"2017-07-28","문라이트","July","Friday",10000,"주말"
6,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
8,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
5,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
6,"2017-07-28","문라이트","July","Friday",10000,"주말"
9,"2017-07-28","문라이트","July","Friday",10000,"주말"
9,"2017-07-28","문라이트","July","Friday",10000,"주말"
9,"2017-07-28","문라이트","July","Friday",10000,"주말"
9,"2017-07-28","문라이트","July","Friday",10000,"주말"
6,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
10,"2017-07-28","문라이트","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
7,"2017-07-28","프라임","July","Friday",10000,"주말"
10,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
9,"2017-07-28","프라임","July","Friday",10000,"주말"
8,"2017-07-28","프라임","July","Friday",10000,"주말"
