"평점","날짜","시간대","월","요일","요금","주"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
6,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
4,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
6,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
6,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
6,"2017-07-06","프라임","July","Thursday",9000,"평일"
6,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
1,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","프라임","July","Thursday",9000,"평일"
7,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
8,"2017-07-06","프라임","July","Thursday",9000,"평일"
1,"2017-07-06","프라임","July","Thursday",9000,"평일"
10,"2017-07-06","프라임","July","Thursday",9000,"평일"
5,"2017-07-06","프라임","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
1,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
1,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
6,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
6,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
5,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
5,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
6,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
9,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
1,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
8,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
7,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
10,"2017-07-06","데이라이트","July","Thursday",9000,"평일"
5,"2017-07-06","브런치","July","Thursday",8000,"평일"
8,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
6,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
6,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
7,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
8,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
8,"2017-07-06","브런치","July","Thursday",8000,"평일"
8,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
8,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
6,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
6,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
6,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
9,"2017-07-06","브런치","July","Thursday",8000,"평일"
10,"2017-07-06","브런치","July","Thursday",8000,"평일"
